date,open,high,low,close,volume,Dividends,Stock Splits,Capital Gains
2020-05-06 00:00:00-04:00,10.333940767103845,10.350215062296668,10.065421104431152,10.065421104431152,306500,0.0,0.0,0.0
2020-05-07 00:00:00-04:00,10.211885336135376,10.382761533549631,10.211885336135376,10.285118103027344,407300,0.0,0.0,0.0
2020-05-08 00:00:00-04:00,10.415310181908277,10.480405807495117,10.390899516313478,10.480405807495117,527700,0.0,0.0,0.0
2020-05-11 00:00:00-04:00,10.276980146586043,10.350212907706759,10.187473869661247,10.317665100097656,225700,0.0,0.0,0.0
2020-05-12 00:00:00-04:00,10.358348382542156,10.390896963339674,10.138650894165039,10.138650894165039,697200,0.0,0.0,0.0
2020-05-13 00:00:00-04:00,10.041008085370038,10.041008085370038,9.796899146672043,9.845721244812012,851100,0.0,0.0,0.0
2020-05-14 00:00:00-04:00,9.536516692594676,9.845721244812012,9.447009642004888,9.845721244812012,553000,0.0,0.0,0.0
2020-05-15 00:00:00-04:00,9.74807810800588,9.805037358026635,9.699256780560669,9.772489547729492,434200,0.0,0.0,0.0
2020-05-18 00:00:00-04:00,10.106106353921987,10.407173839544324,10.073558538611495,10.34207820892334,697300,0.0,0.0,0.0
2020-05-19 00:00:00-04:00,10.276981333201912,10.325802662252173,10.1712007522583,10.1712007522583,389400,0.0,0.0,0.0
2020-05-20 00:00:00-04:00,10.325800645440376,10.455992641481348,10.252568666168488,10.366485595703125,1486600,0.0,0.0,0.0
2020-05-21 00:00:00-04:00,10.252569434719451,10.366486372793505,10.195610189681483,10.228157997131348,342400,0.0,0.0,0.0
2020-05-22 00:00:00-04:00,10.244434081490757,10.260707600062858,10.106105681623045,10.179338455200195,378600,0.0,0.0,0.0
2020-05-26 00:00:00-04:00,10.626870576325068,10.797746775001078,10.626870576325068,10.72451400756836,391200,0.0,0.0,0.0
2020-05-27 00:00:00-04:00,11.131362895096565,11.180184226530598,10.984897348792325,11.147636413574219,776600,0.0,0.0,0.0
