date,open,high,low,close,volume,Dividends,Stock Splits
2020-05-06 00:00:00-04:00,11.213824992161816,11.253731805422222,10.675082537419621,10.75489616394043,810800,0.0,0.0
2020-05-07 00:00:00-04:00,11.12403477269838,11.582963615286449,11.014291270660138,11.50314998626709,1005400,0.0,0.0
2020-05-08 00:00:00-04:00,11.722637850533784,12.136671404643433,11.513126838125679,12.001985549926758,1082000,0.0,0.0
2020-05-11 00:00:00-04:00,11.72263807251711,12.011962718801945,11.403383552879642,11.912195205688477,991700,0.0,0.0
2020-05-12 00:00:00-04:00,11.972055948783344,12.031916647166812,11.553033914459645,11.602917671203613,1169700,0.0,0.0
2020-05-13 00:00:00-04:00,11.463242982624402,11.567998963642376,10.9544303924308,11.283662796020508,605400,0.0,0.0
2020-05-14 00:00:00-04:00,10.95443080487726,11.62287067564338,10.819745897716675,11.5330810546875,667100,0.0,0.0
2020-05-15 00:00:00-04:00,11.4033829439512,11.56301019524601,11.243755692656391,11.443289756774902,734700,0.0,0.0
2020-05-18 00:00:00-04:00,12.031916672041008,12.650472783165831,11.972055973533788,12.510798454284668,986700,0.0,0.0
2020-05-19 00:00:00-04:00,12.460914369810231,12.96972696365636,12.221473484983877,12.430984497070312,924900,0.0,0.0
2020-05-20 00:00:00-04:00,12.850006815870003,13.174249807105003,12.670425672406024,12.820076942443848,701600,0.0,0.0
2020-05-21 00:00:00-04:00,12.640495098239967,13.139330734472157,12.640495098239967,12.850006103515625,666300,0.0,0.0
2020-05-22 00:00:00-04:00,12.979704130190662,13.119377506368624,12.5706590403206,12.889913558959961,574100,0.0,0.0
2020-05-26 00:00:00-04:00,13.538398851831563,13.917514049233151,13.269028103241743,13.708003044128418,892700,0.0,0.0
2020-05-27 00:00:00-04:00,14.11704815489407,14.21681566293465,13.767863779658986,13.947443962097168,928200,0.0,0.0
2020-05-28 00:00:00-04:00,14.286652425915868,14.286652425915868,13.418678526442838,13.4486083984375,671100,0.0,0.0
2020-05-29 00:00:00-04:00,13.249074469345173,13.498492291930868,13.089447215122885,13.308935165405273,739500,0.0,0.0
2020-06-01 00:00:00-04:00,13.348842233322985,14.32655965979164,13.209167907490247,14.007305145263672,1065600,0.0,0.0
2020-06-02 00:00:00-04:00,14.316583370161025,14.625860936773533,14.03224625372545,14.166932106018066,782500,0.0,0.0
2020-06-03 00:00:00-04:00,14.426326808842191,15.094766645430482,14.306606368902218,14.78548812866211,838300,0.0,0.0
2020-06-04 00:00:00-04:00,14.765535850962932,15.37411501877818,14.585954707381521,14.94511604309082,1231900,0.0,0.0
2020-06-05 00:00:00-04:00,15.723299963362754,16.222135614854313,15.384091568115934,15.6035795211792,1383800,0.0,0.0
2020-06-08 00:00:00-04:00,16.032577709912214,16.04255465140006,15.523766062927743,15.703346252441406,874300,0.0,0.0
2020-06-09 00:00:00-04:00,15.274347840929526,15.443951084585745,15.044882949888496,15.14465045928955,517000,0.0,0.0
2020-06-10 00:00:00-04:00,15.144650701318408,15.46390521417826,14.805442305678067,15.174580574035645,672700,0.0,0.0
2020-06-11 00:00:00-04:00,14.226792994093078,14.69569782096099,13.70301498969954,13.837700843811035,1717200,0.0,0.0
2020-06-12 00:00:00-04:00,14.546047522988944,14.695697837871592,13.997328115996746,14.50614070892334,594000,0.0,0.0
2020-06-15 00:00:00-04:00,13.857654563430016,15.024930049082716,13.857654563430016,14.835371971130371,788100,0.0,0.0
2020-06-16 00:00:00-04:00,15.623532149873457,15.753229530923594,14.900221040092488,15.214487075805664,883100,0.0,0.0
2020-06-17 00:00:00-04:00,15.234441599081553,15.344185102377685,14.745581926417737,14.920174598693848,876900,0.0,0.0
2020-06-18 00:00:00-04:00,14.7655350635658,15.294300573026113,14.7655350635658,14.925162315368652,725300,0.0,0.0
2020-06-19 00:00:00-04:00,15.134673867409639,15.21947596692196,14.705674899117481,14.795465469360352,986100,0.0,0.0
