date,open,high,low,close,volume,Dividends,Stock Splits,Capital Gains
2020-05-06 00:00:00+01:00,7509.461598094736,7547.2888345644915,7501.869018760745,7491.97216796875,2945,0.0,0.0,0.0
2020-05-07 00:00:00+01:00,7484.476582914818,7577.42041015625,7484.476582914818,7577.42041015625,1627,0.0,0.0,0.0
2020-05-11 00:00:00+01:00,7702.345632911295,7702.345632911295,7635.978510618909,7665.86767578125,1562,0.0,0.0,0.0
2020-05-12 00:00:00+01:00,7690.352501429424,7731.327738928918,7662.1703139762185,7715.33740234375,1737,0.0,0.0,0.0
2020-05-13 00:00:00+01:00,7612.399431442494,7622.493428771619,7585.36596448388,7580.91845703125,4081,0.0,0.0,0.0
2020-05-14 00:00:00+01:00,7496.47008074733,7521.454983029516,7374.443720403855,7450.99755859375,5278,0.0,0.0,0.0
2020-05-15 00:00:00+01:00,7595.409924898,7604.454263890345,7521.454617734519,7593.4111328125,2230,0.0,0.0,0.0
2020-05-18 00:00:00+01:00,7740.323030410353,7835.265662804024,7729.279898363329,7848.2578125,4639,0.0,0.0,0.0
2020-05-19 00:00:00+01:00,7839.262359884511,7847.950956607383,7771.203393507522,7815.27685546875,2631,0.0,0.0,0.0
2020-05-20 00:00:00+01:00,7787.293973129133,7866.246260587706,7787.293973129133,7859.25048828125,718,0.0,0.0,0.0
2020-05-21 00:00:00+01:00,7840.261662745515,7840.261662745515,7799.286426522117,7772.302734375,14641,0.0,0.0,0.0
2020-05-22 00:00:00+01:00,7729.328759071386,7821.561104139446,7729.328759071386,7802.28466796875,6658,0.0,0.0,0.0
2020-05-26 00:00:00+01:00,7959.190099959213,7959.190099959213,7895.219969344367,7886.73388671875,7158,0.0,0.0,0.0
2020-05-27 00:00:00+01:00,7928.208470686145,7974.180686701721,7928.208470686145,7932.2060546875,1561,0.0,0.0,0.0
2020-05-28 00:00:00+01:00,8057.130390973578,8062.277182673451,8036.243112588288,8063.62646484375,3843,0.0,0.0,0.0
2020-05-29 00:00:00+01:00,7985.1740881480655,8011.158384304743,7923.26131038022,7934.70458984375,500,0.0,0.0,0.0
2020-06-01 00:00:00+01:00,8052.133226669319,8052.133226669319,7958.190006698249,7967.1845703125,7713,0.0,0.0,0.0
2020-06-02 00:00:00+01:00,7995.16765189477,8005.161611459638,7965.3355849963755,7977.67822265625,1323,0.0,0.0,0.0
2020-06-03 00:00:00+01:00,8011.1589163427725,8105.401770775364,8011.1589163427725,8099.60546875,1569,0.0,0.0,0.0
2020-06-04 00:00:00+01:00,8119.093833896501,8133.33913206776,8096.107723830078,8096.607421875,34957,0.0,0.0,0.0
2020-06-05 00:00:00+01:00,8131.0853936821895,8168.063043579712,8094.244867935074,8198.044921875,3063,0.0,0.0,0.0
2020-06-08 00:00:00+01:00,8178.056470570583,8226.927319399156,8175.058282936255,8195.5458984375,52592,0.0,0.0,0.0
2020-06-09 00:00:00+01:00,8201.043221082462,8205.040804909457,8168.063154509744,8161.0673828125,375,0.0,0.0,0.0
2020-06-10 00:00:00+01:00,8176.058783550422,8186.752516085621,8112.597136715627,8127.08837890625,1391,0.0,0.0,0.0
2020-06-11 00:00:00+01:00,8045.13808921282,8051.134465428382,7931.206941117135,7926.2099609375,5748,0.0,0.0,0.0
2020-06-12 00:00:00+01:00,7828.2687443420045,7988.321913616485,7827.269348357791,7865.74609375,8261,0.0,0.0,0.0
2020-06-15 00:00:00+01:00,7735.324471930565,7995.167412848129,7709.389952440622,7840.7607421875,3283,0.0,0.0,0.0
2020-06-16 00:00:00+01:00,8019.153073489011,8037.142200523259,8004.162134293805,8048.63525390625,1269,0.0,0.0,0.0
2020-06-17 00:00:00+01:00,8145.076972393174,8152.422630204802,8116.09448991472,8124.58935546875,2652,0.0,0.0,0.0
2020-06-18 00:00:00+01:00,8148.326290268856,8148.326290268856,8125.839877914144,8163.0673828125,335,0.0,0.0,0.0
2020-06-19 00:00:00+01:00,8190.051501631051,8296.986890364977,8190.051501631051,8257.5107421875,3203,0.0,0.0,0.0
2020-06-22 00:00:00+01:00,8172.061284256099,8186.252902984502,8145.07759162128,8142.5791015625,3589,0.0,0.0,0.0
2020-06-23 00:00:00+01:00,8234.022581086905,8258.307705557456,8213.035267796115,8224.5283203125,119,0.0,0.0,0.0
2020-06-24 00:00:00+01:00,8096.107970641335,8175.110038757383,8050.135749107018,8039.64208984375,2635,0.0,0.0,0.0
2020-06-25 00:00:00+01:00,7952.195150810242,8053.134161773147,7952.195150810242,8052.134765625,398,0.0,0.0,0.0
2020-06-26 00:00:00+01:00,8063.126831863201,8172.16103176045,8063.126831863201,8072.62109375,521,0.0,0.0,0.0
2020-06-29 00:00:00+01:00,8108.099952359013,8154.07216951771,8060.378792156233,8159.56884765625,635,0.0,0.0,0.0
2020-06-30 00:00:00+01:00,8161.06870617483,8178.857761895034,8124.440936017845,8164.06689453125,5646,0.0,0.0,0.0
2020-07-01 00:00:00+01:00,8156.0708319787445,8206.990253847622,8122.091367662205,8141.57958984375,4078,0.0,0.0,0.0
