date,open,high,low,close,volume,Dividends,Stock Splits
2020-05-06 00:00:00+01:00,471.4234276429718,472.0227008080693,431.0727844238281,431.0727844238281,5751885,0.0,0.0
2020-05-07 00:00:00+01:00,436.9656157311597,451.44790470967814,433.6696587074799,449.05084228515625,4778487,0.0,0.0
2020-05-11 00:00:00+01:00,454.24441537787294,464.2321996252342,451.8473532545659,454.34429931640625,3332167,0.0,0.0
2020-05-12 00:00:00+01:00,455.5428162632156,461.4356024933703,431.6720195463062,455.6427001953125,3621787,0.0,0.0
2020-05-13 00:00:00+01:00,451.94724646279974,451.94724646279974,429.4747314453125,429.4747314453125,4062719,0.0,0.0
2020-05-14 00:00:00+01:00,421.18484664200383,426.0788545103847,411.5815719831383,422.9826354980469,4723869,0.0,0.0
2020-05-15 00:00:00+01:00,424.48077392578125,429.1750440883724,422.18359604724185,424.48077392578125,4087296,0.0,0.0
2020-05-18 00:00:00+01:00,429.47473918341825,444.05691084245007,423.8815736933417,438.76336669921875,3063592,0.0,0.0
2020-05-19 00:00:00+01:00,447.2529529267829,455.94233715225266,430.5733720245067,439.1628723144531,4139722,0.0,0.0
2020-05-20 00:00:00+01:00,435.36746833313515,441.7596435546875,430.9728497733364,441.7596435546875,2454744,0.0,0.0
2020-05-21 00:00:00+01:00,440.06180604913186,453.6451995245877,437.16535454223254,449.8498229980469,3939100,0.0,0.0
2020-05-22 00:00:00+01:00,451.24811072542195,456.2420031879888,439.3626527605729,454.74383544921875,2113300,0.0,0.0
2020-05-26 00:00:00+01:00,464.43194182807906,467.228509070624,455.842441754124,460.13720703125,2488773,0.0,0.0
2020-05-27 00:00:00+01:00,443.85712646671146,455.04345703125,430.6732695302539,455.04345703125,8648249,0.0,0.0
2020-05-28 00:00:00+01:00,457.0409879896701,473.62071501980716,455.542820435386,460.13720703125,4580415,0.0,0.0
2020-05-29 00:00:00+01:00,456.7413687553096,464.9313641614439,453.0459068127751,462.83392333984375,7295500,0.0,0.0
2020-06-01 00:00:00+01:00,476.01784074230875,501.98608182666135,469.72551788368884,499.28936767578125,6614196,0.0,0.0
2020-06-02 00:00:00+01:00,499.2893421346144,516.9677024495212,489.8009468391725,505.18212890625,4329537,0.0,0.0
2020-06-03 00:00:00+01:00,508.3782391986946,515.1699205754373,500.9872846462863,513.5718994140625,3963370,0.0,0.0
2020-06-04 00:00:00+01:00,509.57678353245217,524.1589246942117,506.3806802617571,511.1748046875,3828767,0.0,0.0
2020-06-05 00:00:00+01:00,506.5804634706631,536.3440503481418,506.5804634706631,530.3513793945312,4236817,0.0,0.0
2020-06-08 00:00:00+01:00,523.3598759874535,543.9307239838914,520.9627834689219,537.3427734375,2471387,0.0,0.0
2020-06-09 00:00:00+01:00,537.7423036664276,539.660916454754,524.5584168708078,531.35009765625,2245015,0.0,0.0
2020-06-10 00:00:00+01:00,530.950564460092,540.3391056523371,526.5559761475943,534.1466674804688,3043826,0.0,0.0
2020-06-11 00:00:00+01:00,524.5583990174717,538.9407706099761,510.77523956747024,512.373291015625,2806453,0.0,0.0
