date,open,high,low,close,volume,Dividends,Stock Splits,Capital Gains
2020-05-06 00:00:00+01:00,4.263602292668754,4.283806871265929,4.2558640985445795,4.274779319763184,103460,0.0,0.0,0.0
2020-05-07 00:00:00+01:00,4.264891102518446,4.281656845992971,4.256723670277353,4.268115520477295,194804,0.0,0.0,0.0
2020-05-11 00:00:00+01:00,4.248126266675353,4.281657347582016,4.248126266675353,4.274349212646484,72635,0.0,0.0,0.0
2020-05-12 00:00:00+01:00,4.26360162833507,4.2842358528531275,4.251564894873582,4.276712894439697,304705,0.0,0.0,0.0
2020-05-13 00:00:00+01:00,4.2696201494456485,4.2842360077614385,4.2696201494456485,4.279292583465576,29453,0.0,0.0,0.0
2020-05-14 00:00:00+01:00,4.311067384260618,4.311067384260618,4.2762937349221675,4.279770851135254,152518,0.0548,0.0,0.0
2020-05-15 00:00:00+01:00,4.278031864188246,4.278031864188246,4.277162585222113,4.282378673553467,10300,0.0,0.0,0.0
2020-05-18 00:00:00+01:00,4.259775762295786,4.284986510451866,4.259775762295786,4.282378673553467,51368,0.0,0.0,0.0
2020-05-19 00:00:00+01:00,4.2797701862795465,4.2884638045309185,4.278900907361316,4.284769058227539,32609,0.0,0.0,0.0
2020-05-20 00:00:00+01:00,4.291941686247452,4.291941686247452,4.282379201905632,4.289768695831299,206315,0.0,0.0,0.0
2020-05-21 00:00:00+01:00,4.290637006820695,4.294548969035578,4.290637006820695,4.292375564575195,49545,0.0,0.0,0.0
2020-05-22 00:00:00+01:00,4.2919416902594065,4.297157779239187,4.288464573962624,4.294549942016602,58960,0.0,0.0,0.0
2020-05-26 00:00:00+01:00,4.298027511906042,4.298027511906042,4.288465026546106,4.293246269226074,100617,0.0,0.0,0.0
2020-05-27 00:00:00+01:00,4.298461937801672,4.300200495963282,4.292811416509133,4.2997660636901855,92377,0.0,0.0,0.0
2020-05-28 00:00:00+01:00,4.301938741056299,4.301938741056299,4.294549248317351,4.2991132736206055,16384,0.0,0.0,0.0
2020-05-29 00:00:00+01:00,4.299330759120798,4.30541612657312,4.297157354382888,4.301939010620117,14555,0.0,0.0,0.0
2020-06-01 00:00:00+01:00,4.305416565207139,4.306720691089662,4.297157792175507,4.303243160247803,20797,0.0,0.0,0.0
2020-06-02 00:00:00+01:00,4.281944424141935,4.3084593017133646,4.281509991865543,4.3049821853637695,10254,0.0,0.0,0.0
2020-06-03 00:00:00+01:00,4.304981958844141,4.311936605712006,4.302808553972697,4.305634021759033,190321,0.0,0.0,0.0
2020-06-04 00:00:00+01:00,4.305416626518287,4.31454467875672,4.305416626518287,4.308894157409668,239753,0.0,0.0,0.0
2020-06-05 00:00:00+01:00,4.307589611764253,4.318456635656768,4.307589611764253,4.315413951873779,238562,0.0,0.0,0.0
2020-06-08 00:00:00+01:00,4.318892025670172,4.330193484303909,4.3136759359519345,4.320196151733398,776982,0.0,0.0,0.0
2020-06-09 00:00:00+01:00,4.316282975491779,4.324106900603803,4.31367472409807,4.321281433105469,78340,0.0,0.0,0.0
2020-06-10 00:00:00+01:00,4.321499058931723,4.32497617474006,4.3171522496367505,4.322150707244873,125871,0.0,0.0,0.0
2020-06-11 00:00:00+01:00,4.324107165238132,4.324976444244385,4.324107165238132,4.324976444244385,68538,0.0,0.0,0.0
2020-06-12 00:00:00+01:00,4.322368342697698,4.324106900603803,4.316282975491779,4.321281433105469,74528,0.0,0.0,0.0
2020-06-15 00:00:00+01:00,4.3049822218309615,4.326281010523804,4.303243249106818,4.314979553222656,142063,0.0,0.0,0.0
2020-06-16 00:00:00+01:00,4.31889107180702,4.325845718383789,4.31758694603182,4.325845718383789,32502,0.0,0.0,0.0
2020-06-17 00:00:00+01:00,4.3210647126809505,4.325845954738483,4.320629865887266,4.323455333709717,132092,0.0,0.0,0.0
2020-06-18 00:00:00+01:00,4.3232376598639854,4.328453748162957,4.322802813116341,4.325628280639648,66152,0.0,0.0,0.0
2020-06-19 00:00:00+01:00,4.327585215365701,4.328454494476318,4.323238405277987,4.328454494476318,40116,0.0,0.0,0.0
2020-06-22 00:00:00+01:00,4.32497671831553,4.329323528156822,4.32497671831553,4.326932907104492,43299,0.0,0.0,0.0
2020-06-23 00:00:00+01:00,4.3249762081481204,4.330192296435469,4.3232376502305225,4.327366828918457,402760,0.0,0.0,0.0
2020-06-24 00:00:00+01:00,4.32584624260984,4.3297586204095575,4.32584624260984,4.328454494476318,2182,0.0,0.0,0.0
2020-06-25 00:00:00+01:00,4.332801290788518,4.333670569896372,4.325411796569824,4.325411796569824,98900,0.0,0.0,0.0
2020-06-26 00:00:00+01:00,4.330627167115166,4.330627167115166,4.325845511013515,4.328670978546143,7000,0.0,0.0,0.0
